,Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
2631,49900.0,Volkswagen,Tiguan,2020,52351.0,Petrol,SUV,1.5,150.0
2632,25995.0,Renault,Kadjar,2020,72500.0,Diesel,Hatchback,1.5,
2633,17950.0,BMW,X1,2015,124802.7077,Diesel,Hatchback,2.0,163.0
2634,21650.0,Audi,A4,2017,163151.6705,Diesel,Saloon,2.0,150.0
2635,6995.0,Renault,Fluence,2016,226934.6427,Diesel,Saloon,1.5,95.0
2636,8500.0,Toyota,Landcruiser,2006,288353.0,Diesel,SUV,3.0,
2637,19150.0,Volkswagen,Golf,2017,165169.7829,Diesel,Hatchback,1.6,
2638,5950.0,Volkswagen,Transporter,2009,305774.6,Diesel,Van,2.5,
2639,38950.0,BMW,5-Series,2018,75576.21574,Diesel,Saloon,2.0,
2640,16950.0,Ford,Focus,2017,163441.3517,Diesel,Hatchback,1.5,
2641,9500.0,Nissan,Qashqai,2013,182027.6194,Diesel,MPV,1.5,110.0
2642,27900.0,Renault,Zoe,2021,15000.0,Electric,Hatchback,,107.0
2643,52000.0,Land Rover,Range Rover,2015,160934.0,Diesel,SUV,3.0,
2644,16950.0,Ford,Focus,2017,163275.5897,Diesel,Hatchback,1.5,
2645,14450.0,Nissan,Navara,2014,177027.4,Diesel,Crew Cab,2.5,
2646,14900.0,Hyundai,ix35,2015,146000.0,Diesel,SUV,1.7,115.0
2647,41950.0,BMW,5-Series,2018,51476.34924,Diesel,Saloon,2.0,190.0
2648,16950.0,Mini,Cooper,2017,156495.4403,Diesel,Hatchback,1.5,
2650,5750.0,Peugeot,107,2012,141448.1113,Petrol,Hatchback,1.0,68.0
2651,16950.0,Vauxhall,Insignia,2018,160121.2833,Diesel,Hatchback,1.6,
2652,17950.0,Volvo,V40,2017,83685.68,Diesel,Hatchback,2.0,120.0
2653,11950.0,Toyota,Avensis,2015,168000.0,Diesel,Saloon,2.0,110.0
2654,9950.0,Dacia,Duster,2015,114881.1266,Diesel,SUV,1.5,107.0
2655,15950.0,Volkswagen,Passat,2015,106000.0,Diesel,Saloon,1.6,120.0
2656,12650.0,Nissan,Pulsar,2016,164152.68,Diesel,Hatchback,1.5,
2657,22950.0,Mercedes,E-Class,2013,115000.0,Diesel,Cabriolet,2.1,170.0
2658,27995.0,Peugeot,208,2022,1000.0,Petrol,Hatchback,1.2,101.0
2659,900.0,Toyota,Avensis,2000,450615.2,Petrol,Saloon,1.6,
2662,59950.0,BMW,X5,2018,75638.98,Diesel,SUV,3.0,
2663,12950.0,Toyota,Auris,2015,201167.5,Diesel,Hatchback,1.4,90.0
2664,39950.0,Ford,Ranger,2018,72420.3,Diesel,Pick Up,3.2,
2665,52950.0,Jaguar,F-Pace,2020,47800.0,Diesel,SUV,2.0,180.0
2666,12950.0,KIA,RIO,2016,73154.15904,Petrol,Hatchback,1.2,84.0
2667,20995.0,Ford,Ranger,2015,181855.42,Diesel,Pick Up,2.2,
2668,6750.0,Volkswagen,Touran,2012,257494.4,Diesel,MPV,1.6,105.0
2669,23950.0,BMW,X5,2012,192316.13,Diesel,SUV,3.0,245.0
2670,36499.0,Audi,SQ5,2014,141621.92,Diesel,Estate,3.0,
2671,11950.0,Volvo,S60,2015,177027.4,Diesel,Saloon,1.6,114.0
2672,2500.0,Volkswagen,Transporter,1988,,Petrol,Van,1.6,
2673,3950.0,Toyota,Avensis,2008,232453.0696,Petrol,Saloon,1.8,
2674,21950.0,Nissan,Qashqai,2017,65822.0,Diesel,SUV,1.5,
2675,49995.0,Porsche,Cayenne,2016,183464.76,Petrol Plug-in Hybrid,SUV,3.0,416.0
2676,7950.0,Toyota,Prius,2011,231744.96,Petrol Hybrid,Hatchback,1.8,136.0
2677,1500.0,Audi,A3,2005,200000.0,Petrol,Hatchback,1.6,
2678,30499.0,Audi,SQ5,2013,196339.48,Diesel,Estate,3.0,
2679,10950.0,Nissan,Qashqai,2014,190000.0,Diesel,Hatchback,1.5,110.0
2680,22900.0,Mercedes,A-Class,2017,82076.34,Diesel,Hatchback,1.5,109.0
2681,20995.0,Toyota,Camry,2017,122504.0,Hybrid,Saloon,2.5,152.0
2682,7250.0,Ford,Focus,2015,239791.66,Diesel,Estate,1.5,95.0
2683,11950.0,Lexus,IS,2014,164152.68,Diesel,Saloon,2.2,150.0
2684,14950.0,Peugeot,Partner,2019,112653.8,Diesel,MPV,1.6,75.0
2685,9950.0,Toyota,Corolla,2014,218870.24,Diesel,Saloon,1.4,90.0
2686,14950.0,Volvo,S60,2016,186683.44,Diesel,Saloon,2.0,150.0
2687,27950.0,BMW,5-Series,2017,104000.0,Diesel,Saloon,2.0,190.0
2688,13995.0,BMW,X5,2008,175418.06,Diesel,SUV,3.0,
2689,14950.0,Volkswagen,Passat,2015,218870.24,Diesel,Estate,1.6,120.0
2690,4950.0,Vauxhall,Astra,2010,180115.7235,Diesel,Hatchback,1.7,
2691,15950.0,Citroen,C4,2015,195380.3134,Diesel,Hatchback,1.6,115.0
2692,11950.0,Toyota,Corolla,2014,170441.9807,Diesel,Saloon,1.4,90.0
2693,13495.0,Nissan,March,2019,101147.0,Petrol,Hatchback,1.2,80.0
2694,10950.0,Renault,Clio,2015,72420.3,Petrol,Hatchback,1.1,75.0
2695,2950.0,Ford,Galaxy,2009,286462.52,Diesel,MPV,2.0,
2696,12950.0,Hyundai,i40,2015,189902.12,Diesel,Estate,1.7,116.0
2697,5950.0,BMW,7-Series,2008,222998.1971,Diesel,Saloon,3.0,
2698,10950.0,Nissan,Navara,2014,188000.0,Diesel,Crew Cab,2.5,
2700,19650.0,Volkswagen,Golf,2017,,Diesel,Estate,1.6,115.0
2701,18950.0,Hyundai,Santa Fe,2014,199937.0,Diesel,SUV,2.2,197.0
2702,2995.0,Renault,Laguna,2010,276243.211,Diesel,Estate,1.5,
2703,17250.0,Audi,A6,2015,220000.0,Diesel,Saloon,2.0,190.0
2704,52990.0,BMW,X5,2018,102354.024,Petrol Plug-in Hybrid,SUV,2.0,
2705,2500.0,Opel,Astra,2007,217000.0,Diesel,Estate,1.2,
2707,7950.0,Vauxhall,Astra,2015,193120.8,Diesel,Hatchback,1.6,
2708,5950.0,Honda,Jazz,2009,122432.1498,Petrol,Hatchback,1.3,
2711,26000.0,BMW,Other,1974,,Petrol,Saloon,1.6,
2713,4650.0,Renault,Clio,2010,56216.0,Ethanol Petrol,Hatchback,1.1,
2714,12950.0,Ford,Transit Courier,2019,180246.0,Diesel,Van,1.5,
2715,31950.0,Mercedes,C-Class,2017,51350.0,Petrol,Saloon,2.0,184.0
2716,5950.0,Volkswagen,Golf,2010,193120.8,Diesel,Hatchback,1.6,
2717,9950.0,Ford,Fiesta,2014,142412.1059,Petrol,Hatchback,1.2,60.0
2718,10950.0,Renault,Captur,2014,129891.4407,Diesel,Hatchback,1.5,90.0
2719,9950.0,Renault,Clio,2014,107162.7319,Petrol,Hatchback,1.1,75.0
2720,7950.0,Volkswagen,Golf,2010,241951.3943,Diesel,Hatchback,1.6,
2721,54950.0,Audi,A6,2020,55001.0,Diesel,Saloon,2.0,204.0
2722,4500.0,Toyota,Avensis,2010,228917.0,Diesel,Saloon,2.0,
2723,31900.0,Volkswagen,Golf,2020,31900.0,Petrol,Hatchback,1.5,130.0
2724,,Toyota,Corolla,2022,,Hybrid,Hatchback,1.798,122.0
2725,23950.0,Honda,Civic,2019,45636.0,Petrol,Hatchback,1.0,110.0
2726,63000.0,Audi,e-tron,2020,13213.0,Electric,SUV,,
2727,21999.0,Volkswagen,Passat,2017,162543.34,Diesel,Saloon,2.0,
2728,8450.0,Honda,Civic,2013,225307.6,Diesel,Hatchback,1.6,120.0
2730,27995.0,Nissan,X-Trail,2018,57000.0,Diesel,SUV,1.6,130.0
2733,1250.0,Nissan,Qashqai,2007,251057.04,Petrol,Hatchback,1.6,
2734,14295.0,Skoda,Yeti,2015,110000.0,Diesel,SUV,2.0,150.0
2735,42995.0,Audi,A4,2019,32186.8,Diesel,Saloon,2.0,
2736,14950.0,Citroen,C4,2017,102000.0,Diesel,Hatchback,1.6,92.0
2738,23495.0,Peugeot,208,2022,18901.0,Petrol,Hatchback,1.2,
2739,21645.0,Jeep,Wrangler,2009,135184.56,Diesel,SUV,2.8,
2740,1450.0,Vauxhall,Astra,2007,229559.4763,Petrol,Hatchback,1.4,
2742,2250.0,Lexus,IS,2008,,Petrol,Saloon,2.5,
2743,25995.0,Skoda,KAMIQ,2022,6000.0,Petrol,Hatchback,1.0,95.0
2744,70.2,Volkswagen,Passat,2009,123456.0,Diesel,Coupe,2.0,
2745,13000.0,SEAT,Leon,2016,163100.0,Diesel,Estate,1.6,110.0
2746,11694.15,Mitsubishi,L200,2013,203179.175,Diesel,Pick Up,2.5,
2747,31063.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
2748,1500.0,Volkswagen,Passat,2007,421099.0,Diesel,Saloon,1.9,
2749,6500.0,Volkswagen,Golf,2013,214.04222,Diesel,Hatchback,1.6,105.0
2750,41995.0,Audi,A6,2019,65983.0,Diesel,Saloon,2.0,
2751,36950.0,BMW,5-Series,2018,77248.0,Hybrid,Saloon,2.0,
2752,36950.0,BMW,4-Series,2018,83686.0,Diesel,Coupe,2.0,190.0
2753,7950.0,Ford,Focus,2012,144000.0,Diesel,Hatchback,1.6,95.0
2754,3214.0,Mercedes,Vito,2019,12345.0,Diesel,Van,2.1,
2755,6870.0,Volkswagen,Caddy,2017,268000.0,Diesel,Van,2.0,
2757,29950.0,Hyundai,Tucson,2020,61357.0,Diesel,SUV,1.6,115.0
2758,34900.0,Audi,Q2,2021,19725.0,Petrol,SUV,1.0,110.0
2759,,Toyota,Landcruiser,2007,350000.0,Diesel,SUV,3.0,
2760,3950.0,Ford,C-MAX,2010,202000.0,Diesel,MPV,1.6,
2761,3750.0,Skoda,Octavia,2009,255885.06,Diesel,Estate,1.9,
2762,3950.0,Toyota,Yaris,2009,180246.08,Petrol,Hatchback,1.0,
2763,6550.0,Ford,Fiesta,2011,150000.0,Petrol,Hatchback,1.2,60.0
2764,23000.0,Renault,Master,2018,45851.0,Diesel,Van,2.3,
2765,13950.0,Skoda,Octavia,2016,107000.0,Petrol,Saloon,1.2,86.0
2766,43.0,Ford,Transit,2022,,Diesel,Van,,
2767,15999.0,Honda,Fit,2019,84000.0,Petrol,Hatchback,1.3,
2769,19750.0,Hyundai,Tucson,2017,142023.0,Diesel,SUV,1.7,115.0
2770,65000.0,Audi,e-tron,2021,15372.0,Electric,SUV,,
2771,16950.0,Skoda,Superb,2016,196339.48,Diesel,Hatchback,2.0,
2772,10450.0,Citroen,Grand C4 Picasso,2014,156105.98,Diesel,Hatchback,1.6,112.0
2773,6870.0,Volkswagen,Caddy,2017,268000.0,Diesel,Van,2.0,
2774,,Toyota,Hilux,2013,,Diesel,Crew Cab,3.0,
2775,8995.0,Hyundai,i40,2013,205600.0,Diesel,Saloon,1.7,116.0
2776,26495.0,Hyundai,i30,2022,2000.0,Petrol,Hatchback,1.0,120.0
2777,,Toyota,Corolla,2022,,Hybrid,Saloon,1.798,122.0
2778,16700.0,Mitsubishi,GTO,1992,77075.0,Petrol,Coupe,3.0,
2780,13950.0,Citroen,Grand C4 Picasso,2016,170003.0,Diesel,MPV,1.6,92.0
2782,13950.0,Renault,Clio,2019,98002.0,Petrol,Hatchback,1.0,90.0
2783,10950.0,Renault,Clio,2016,145003.0,Petrol,Hatchback,1.2,75.0
2784,12950.0,Peugeot,2008,2017,145003.0,Diesel,Estate,1.6,75.0
2785,19950.0,Mazda,6,2019,184004.0,Diesel,Saloon,2.2,184.0
2786,15450.0,Ford,Mondeo,2018,199558.0,Diesel,Hatchback,1.5,120.0
2787,35900.0,KIA,Sportage,2020,46000.0,Hybrid,SUV,1.6,115.0
2788,30950.0,KIA,Sorento,2017,121380.0,Diesel,SUV,2.2,200.0
2789,5000.0,Ford,Focus,2011,90000.0,Diesel,Hatchback,1.6,95.0
2790,15950.0,Mercedes,A-Class,2015,212005.0,Diesel,Hatchback,1.5,90.0
2791,13950.0,Opel,Insignia,2018,217261.0,Diesel,Hatchback,1.6,110.0
2792,28950.0,Land Rover,Range Rover Evoque,2018,168981.0,Diesel,Estate,2.0,
2793,18950.0,BMW,1-Series,2019,210824.0,Diesel,Hatchback,1.5,
2794,19950.0,BMW,5-Series,2015,196339.0,Diesel,Saloon,2.0,184.0
2795,25950.0,Skoda,Karoq,2018,136794.0,Diesel,Estate,2.0,150.0
2796,22950.0,Mercedes,E-Class,2016,188003.0,Diesel,Saloon,2.0,194.0
2797,13950.0,Volvo,V60,2017,199719.0,Diesel,Estate,2.0,
2798,34175.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2799,8750.0,Toyota,Yaris,2013,117002.0,Petrol,Hatchback,1.3,
2800,13950.0,Mazda,6,2017,194730.0,Diesel,Saloon,2.2,
2801,23450.0,Volvo,V60,2019,199845.0,Diesel,Estate,2.0,
2802,28950.0,Mitsubishi,Outlander,2019,148059.0,Hybrid,Estate,2.4,
2803,15950.0,Nissan,Qashqai,2018,139403.0,Diesel,MPV,1.5,110.0
2804,3495.0,Ford,Focus,2008,197000.0,Petrol,Hatchback,1.4,
2805,16950.0,Mercedes,A-Class,2016,154497.0,Diesel,Hatchback,1.5,109.0
2806,22450.0,Peugeot,3008,2018,175418.0,Diesel,Hatchback,1.6,120.0
2807,17950.0,Ford,Kuga,2017,199558.0,Diesel,MPV,2.0,
2808,14950.0,Ford,Transit,2017,192156.8053,Diesel,Van,2.0,
2809,7950.0,Peugeot,Partner,2015,193121.0,Diesel,Van,1.6,
2810,19950.0,Mercedes,C-Class,2014,212433.0,Diesel,Saloon,2.1,170.0
2811,17950.0,Ford,Mondeo,2018,189902.0,Diesel,Hatchback,2.0,150.0
2812,17950.0,Ford,Mondeo,2018,173809.0,Diesel,Hatchback,2.0,
2813,4950.0,Dacia,Duster,2013,299007.0,Diesel,SUV,1.5,107.0
2814,20950.0,Audi,A4,2016,167371.0,Diesel,Saloon,2.0,150.0
2815,5750.0,Nissan,Qashqai,2011,140150.9832,Diesel,Hatchback,1.5,106.0
2816,18303.0,Dacia,Sandero,2022,0.0,Petrol,Hatchback,1.0,67.0
2817,32950.0,Volkswagen,Tiguan,2019,83214.0,Diesel,SUV,2.0,150.0
2818,10250.0,Volkswagen,Golf,2014,255885.06,Diesel,Hatchback,2.0,150.0
2819,30365.0,Renault,Master,2022,10.0,Diesel,Van,2.3,
2820,3300.0,Mitsubishi,L200,2006,,Diesel,Crew Cab,2.5,
2821,5800.0,Opel,Astra,2010,240000.0,Diesel,Hatchback,2.0,
2822,23959.0,Skoda,Karoq,2018,110000.0,Diesel,Jeep,1.6,115.0
2823,15000.0,Mercedes,E-Class,2013,120000.0,Diesel,Coupe,2.1,170.0
2824,46000.0,Skoda,Kodiaq,2019,80467.0,Diesel,MPV,2.0,150.0
2825,53146.0,Ford,Kuga,2022,0.0,Hybrid,SUV,2.5,
2826,,Toyota,Landcruiser,2007,230000.0,Diesel,SUV,3.0,
2827,6700.0,KIA,Soul,2011,166405.756,Diesel,Hatchback,1.6,128.0
2829,22995.0,Honda,VEZEL,2017,49651.0,Hybrid,MPV,1.5,
2830,44990.0,Audi,A5,2020,29600.59062,Petrol,Hatchback,2.0,190.0
2831,27950.0,Audi,A6,2018,194730.14,Diesel,Saloon,2.0,
2832,14995.0,Audi,A1,2013,83702.0,Petrol,Hatchback,1.0,122.0
2833,10500.0,Volkswagen,Golf,2012,206800.0,Diesel,Estate,1.6,105.0
2834,2750.0,Ford,Focus,2008,218226.504,Diesel,Hatchback,1.6,
2835,10500.0,Renault,Master,2015,283243.84,Diesel,Van,2.3,
2836,10450.0,Audi,A3,2012,180889.816,Diesel,Hatchback,2.0,170.0
2837,8716.5,Volkswagen,Jetta,2015,168980.7,Diesel,Saloon,2.0,
2838,25995.0,BMW,5-Series,2016,139800.0,Diesel,Saloon,2.0,190.0
2839,35950.0,Skoda,Kodiaq,2018,86904.36,Diesel,MPV,2.0,150.0
2840,51900.0,Audi,A4,2022,200.0,Diesel,Saloon,2.0,136.0
2841,169950.0,Bentley,Bentayga,2016,24000.0,Petrol,SUV,6.0,
2842,18950.0,Audi,Q3,2014,164152.68,Diesel,SUV,2.0,
2843,5750.0,Toyota,Corolla,2012,232810.0,Diesel,Saloon,1.4,90.0
2844,42500.0,Audi,A5,2019,53000.0,Diesel,Hatchback,2.0,190.0
2845,17999.0,Skoda,Octavia,2018,207604.86,Diesel,Estate,1.6,
2847,3250.0,Toyota,Hilux,2004,300000.0,Diesel,Pick Up,2.5,
2848,16950.0,Skoda,Octavia,2019,158000.0,Diesel,Saloon,1.6,115.0
2850,44950.0,Audi,A6,2019,27500.0,Diesel,Saloon,2.0,204.0
2851,,Skoda,Kodiaq,2021,59883.5414,Diesel,SUV,2.0,150.0
2852,0.0,BMW,4-Series,2015,78052.99,Diesel,Coupe,2.0,184.0
2853,24950.0,SEAT,Leon,2016,148059.28,Petrol,Hatchback,2.0,280.0
2854,3750.0,Jeep,Patriot,2008,,Diesel,SUV,2.0,
2855,39950.0,Ford,Ranger,2018,119091.16,Diesel,Pick Up,3.2,
2856,37950.0,Jaguar,F-Pace,2017,88500.0,Diesel,SUV,2.0,180.0
2857,20950.0,Hyundai,ix20,2019,65001.0,Petrol,MPV,1.6,125.0
2858,43.0,Opel,Movano,2022,,Diesel,Van,2.2,
2860,52950.0,Land Rover,Defender,2013,181855.42,Diesel,SUV,2.2,122.0
2861,17950.0,Volkswagen,Tiguan,2015,125529.0,Diesel,SUV,2.0,110.0
2862,65.0,SAAB,900 Turbo,1987,160934.0,Petrol,Saloon,2.0,
2863,63950.0,BMW,i8,2015,92000.0,Petrol Plug-in Hybrid,Coupe,1.5,362.0
2864,95950.0,Porsche,Panamera,2019,98000.0,Petrol Plug-in Hybrid,Estate,3.0,
2865,15300.0,Mercedes,E-Class,2013,171640.0,Diesel,Saloon,2.1,136.0
2866,11950.0,Hyundai,i20,2015,81000.0,Petrol,Hatchback,1.2,84.0
2867,52250.0,SEAT,TARRACO,2022,10.0,Diesel,SUV,2.0,
2868,7200.0,Ford,Focus,2013,305774.6,Diesel,Hatchback,1.6,95.0
2869,11000.0,Skoda,Rapid,2015,103000.0,Petrol,Saloon,1.2,86.0
2870,9000.0,Toyota,Avensis,2013,117000.0,Diesel,Saloon,2.0,124.0
2871,14995.0,Honda,Shuttle,2017,111667.0,Hybrid,MPV,1.5,
2872,5950.0,Ford,Transit,2013,279376.596,Diesel,Van,2.2,
2873,15950.0,Nissan,Juke,2018,110000.0,Petrol,SUV,1.2,116.0
2875,33950.0,Toyota,Camry,2019,89445.0,Hybrid,Saloon,2.5,218.0
2876,7995.0,Mazda,6,2013,173808.72,Diesel,Estate,2.2,150.0
2877,8990.0,Volvo,90 Series,2010,148059.28,Diesel,Estate,2.4,
2878,29975.0,Ford,Focus,2022,12.0,Petrol,Hatchback,1.0,125.0
2879,,Skoda,Kodiaq,2020,,Diesel,SUV,2.0,150.0
2880,11495.0,Mercedes,E-Class,2012,244500.0,Diesel,Coupe,2.1,
2881,87950.0,BMW,X5,2022,200.0,Hybrid,SUV,3.0,394.0
2882,8650.0,Ford,Fiesta,2013,143231.26,Petrol,Hatchback,1.2,
2883,15495.0,Dacia,Sandero Stepway,2019,21850.0,Petrol,Hatchback,0.9,90.0
2885,8000.0,Renault,Kangoo,2017,223252.0,Diesel,MPV,1.5,
2886,7900.0,Mitsubishi,Mirage,2012,45884.0,Petrol,Hatchback,1.0,
2887,47995.0,Audi,Q5,2019,29895.0,Diesel,Estate,2.0,163.0
2888,7995.0,Nissan,Cube,2013,113000.0,Petrol,MPV,1.5,
2890,15500.0,SEAT,Leon,2015,151278.0,Petrol,Hatchback,1.4,125.0
2891,64990.0,BMW,5-Series,2021,65768.89778,Diesel,Saloon,3.0,
2892,15949.0,Volkswagen,Passat,2016,164701.0,Diesel,Saloon,2.0,150.0
2893,18000.0,Audi,A7,2012,278000.0,Diesel,Hatchback,3.0,204.0
2894,9900.0,Opel,Mokka,2015,206766.3939,Diesel,Hatchback,1.6,
2895,14500.0,BMW,5-Series,2014,196870.5622,Diesel,Saloon,2.0,143.0
2896,12500.0,Audi,A4,2012,176922.7929,Diesel,Saloon,2.0,177.0
2897,6395.0,Citroen,C4 Picasso,2013,193200.0,Diesel,MPV,1.6,110.0
2898,14000.0,Audi,A4,2014,161999.3831,Diesel,Saloon,2.0,136.0
2899,35950.0,Volkswagen,Golf,2022,1.0,Petrol,Hatchback,1.5,130.0
2900,16450.0,Mercedes,E-Class,2013,109596.054,Diesel,Saloon,2.1,170.0
2901,18950.0,Audi,Q3,2014,74100.0,Diesel,SUV,2.0,
2902,20995.0,Mazda,CX-5,2017,90123.04,Diesel,SUV,2.2,150.0
2903,25895.0,Nissan,Qashqai,2019,35405.48,Diesel,Hatchback,1.5,
2904,40495.0,Audi,A5,2019,83000.0,Diesel,Coupe,2.0,190.0
2905,75995.0,Land Rover,Range Rover Sport,2018,148059.28,Petrol Plug-in Hybrid,Saloon,2.0,
2906,22603.0,Dacia,Sandero Stepway,2022,0.0,Petrol,Crossover,1.0,91.0
2907,15995.0,Honda,GRACE,2017,44695.0,Hybrid,Saloon,1.5,
2908,11495.0,Toyota,Aygo,2017,29000.0,Petrol,Hatchback,1.0,68.0
2909,9745.0,Ford,Focus,2013,,Diesel,Hatchback,1.6,95.0
2910,26995.0,BMW,3-Series,2016,79000.0,Petrol Plug-in Hybrid,Saloon,2.0,252.0
2911,36495.0,Mercedes,C-Class,2018,62764.26,Petrol Plug-in Hybrid,Saloon,2.0,
2912,79995.0,Land Rover,Range Rover Sport,2018,109435.12,Petrol Plug-in Hybrid,Estate,2.0,
2913,11495.0,KIA,Optima,2016,225000.0,Diesel,Saloon,1.7,141.0
2914,25895.0,Nissan,Qashqai,2019,46670.86,Diesel,Hatchback,1.5,
2915,33995.0,Mercedes,CLA,2018,82076.34,Diesel,Estate,2.1,
2916,26395.0,BMW,3-Series,2017,83685.68,Petrol Plug-in Hybrid,Saloon,2.0,
2918,28995.0,Audi,TT,2016,64000.0,Diesel,Coupe,2.0,184.0
2919,84995.0,Land Rover,Range Rover Sport,2018,53108.22,Petrol Plug-in Hybrid,Estate,2.0,
2920,1999.0,Peugeot,407,2008,170000.0,Petrol,Saloon,1.7,
2921,32995.0,Mercedes,C-Class,2017,55600.0,Petrol Plug-in Hybrid,Saloon,2.0,279.0
2922,2990.0,Ford,Focus,2008,313821.3,Diesel,Hatchback,1.6,
2923,23495.0,Nissan,Qashqai,2019,90123.04,Diesel,Hatchback,1.5,
2924,38950.0,Audi,Q5,2017,150020.0,Diesel,SUV,2.0,190.0
2925,15450.0,SEAT,Leon,2016,122247.0,Petrol,Hatchback,1.2,110.0
2926,33950.0,Jaguar,F-Pace,2017,100200.0,Diesel,SUV,2.0,180.0
2927,38950.0,Land Rover,Range Rover Evoque,2019,81250.0,Diesel,SUV,2.0,150.0
2928,21995.0,Renault,Trafic,2021,42537.0,Diesel,Van,2.0,
2929,33450.0,Mercedes,A-Class,2020,18451.0,Petrol,Hatchback,1.3,109.0
2930,29950.0,Mercedes,CLA-Class,2018,75627.71462,Diesel,Saloon,2.1,177.0
2931,16450.0,Skoda,Superb,2015,106731.0,Diesel,Hatchback,2.0,190.0
2932,1250.0,Ford,Mondeo,2008,220000.0,Petrol,Hatchback,1.6,
2933,18500.0,Ford,Focus,2018,114000.0,Diesel,Hatchback,1.5,95.0
2934,10500.0,Volvo,V40,2015,115486.2384,Diesel,Hatchback,1.6,115.0
2936,39950.0,BMW,5-Series,2017,107826.0,Diesel,Saloon,3.0,265.0
2937,10650.0,Ford,Transit Connect,2014,273587.8,Diesel,Van,1.6,
2938,8950.0,Land Rover,Range Rover Sport,2007,,Diesel,SUV,2.7,
2939,14950.0,Volvo,V40,2013,62764.26,Petrol,Hatchback,1.6,
2940,1700.0,Toyota,Corolla,2001,175000.0,Petrol,Saloon,1.4,
2941,16200.0,Volkswagen,Passat,2016,294000.0,Diesel,Saloon,2.0,150.0
2942,25950.0,Audi,A1,2019,17556.0,Petrol,Hatchback,1.0,116.0
2943,17250.0,Ford,Transit Connect,2019,123254.0,Diesel,Van,1.5,
2944,13750.0,Mitsubishi,ASX,2015,84067.09358,Petrol,SUV,1.6,117.0
2945,3750.0,Toyota,RAV4,2009,331.52404,Diesel,SUV,2.2,
2946,22000.0,BMW,5-Series,2016,184048.9504,Diesel,Saloon,2.0,190.0
2947,7250.0,Volkswagen,Passat,2012,265541.1,Diesel,Saloon,2.0,140.0
2948,14450.0,Volkswagen,Jetta,2016,159324.66,Diesel,Saloon,2.0,110.0
2949,12950.0,Volkswagen,Polo,2016,68283.0,Petrol,Hatchback,1.0,60.0
2950,26750.0,Volkswagen,Transporter,2019,38769.0,Diesel,Van,2.0,
2951,12950.0,Volkswagen,Polo,2014,116848.0,Petrol,Hatchback,1.2,90.0
2952,21950.0,Volkswagen,Passat,2018,176706.0,Diesel,Saloon,1.6,105.0
2953,11950.0,Hyundai,i30,2016,124110.0,Diesel,Hatchback,1.4,90.0
2954,10950.0,Opel,Zafira,2014,87179.0,Diesel,MPV,2.0,130.0
2955,24103.0,Dacia,Sandero Stepway,2022,0.0,Petrol,Crossover,1.0,91.0
2956,6995.0,Ford,Fiesta,2012,152887.3,Petrol,Hatchback,1.2,
2957,22950.0,Audi,A4,2017,255000.0,Diesel,Estate,2.0,150.0
2958,19945.0,KIA,Sportage,2017,119091.16,Diesel,SUV,1.7,115.0
2959,28995.0,Hyundai,Santa Fe,2017,115343.0,Diesel,SUV,2.2,200.0
2960,3695.0,Volkswagen,Golf,2008,236000.0,Petrol,Hatchback,1.4,
2961,22000.0,Ford,Galaxie 500,1972,126292.9565,Petrol,Saloon,6.6,
2962,2795.0,Audi,A3,2007,216000.0,Petrol,Hatchback,1.6,
2964,20950.0,Opel,Mokka,2019,63426.0,Diesel,MPV,1.6,136.0
2966,104950.0,Land Rover,Defender,2021,19312.0,Hybrid,Estate,2.0,
2967,38999.0,Audi,A7,2017,128747.2,Diesel,Hatchback,3.0,218.0
2968,30900.0,Mercedes,E-Class,2017,98000.0,Diesel,Saloon,2.0,194.0
2969,3978.0,Land Rover,Discovery,2002,156105.98,Diesel,SUV,2.5,
2970,15950.0,KIA,Ceed,2017,53001.0,Petrol,Hatchback,1.4,100.0
2971,26266.5,Volkswagen,Amarok,2018,147656.945,Diesel,Pick Up,3.0,
2972,3495.0,Volkswagen,Polo,2008,209000.0,Petrol,Hatchback,1.2,
2973,12999.0,Subaru,XV,2016,95801.0,Diesel,Van,2.0,
2974,39945.0,Mercedes,E-Class,2019,40000.0,Diesel,Saloon,1.9,194.0
2975,72995.0,Audi,Q5,2022,13539.0,Diesel,SUV,2.0,163.0
2976,11995.0,Hyundai,i40,2015,98572.075,Diesel,Saloon,1.7,115.0
2978,6595.0,Volkswagen,Passat,2013,304000.0,Diesel,Saloon,1.6,105.0
2979,3695.0,Audi,A3,2008,235000.0,Petrol,Hatchback,1.6,
2980,3295.0,Toyota,Auris,2007,221000.0,Petrol,Hatchback,1.4,
2982,17950.0,Opel,Crossland X,2018,76117.0,Petrol,SUV,1.2,81.0
2983,7950.0,Hyundai,i30,2013,186780.0,Diesel,Hatchback,1.6,110.0
2984,3995.0,Opel,Astra,2010,218000.0,Petrol,Hatchback,1.4,
2985,6000.0,Nissan,Juke,2012,159000.0,Diesel,SUV,1.5,110.0
2986,7995.0,Volkswagen,Caddy,2013,255000.0,Diesel,Van,1.6,
2987,23900.0,Nissan,Leaf,2018,73000.0,Electric,Hatchback,,150.0
2988,38500.0,Renault,Master,2022,482.802,Diesel,Van,2.3,
