,Name,Price,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Horsepower,Machinery Type,Battery Range (up to)
2784,Peugeot 2008 1.6 Blue HDI 12 Month Warranty,"€12,950",Peugeot,2008,Active,Medium Trim,2017,"145,003 km",Diesel,Manual,Estate,1.6 litre,75hp,13.8 sec,5,4,Grey,Ireland,2,180,Jan 2023,5/5,Available,,,,
2785,Mazda 6 Platinum Sport Ipm4 12 Month Warranty,"€19,950",Mazda,6,PLATINUM LUX,Luxury Trim,2019,"184,004 km",Diesel,Manual,Saloon,2.2 litre,184hp,8.5 sec,5,4,Grey,Ireland,1,270,Jul 2023,5/5,12 Month,,,,
2786,Ford Mondeo 1.5 Tdci 12 Month Warranty  70 Per We,"€15,450",Ford,Mondeo,Zetec,Base Trim,2018,"199,558 km",Diesel,Manual,Hatchback,1.5 litre,120hp,11.5 sec,5,4,White,Ireland,1,190,Mar 2024,5/5,12 Month,,,,
2787,Kia Sportage 1.6 Crdi Mild Hybrid K3 SR,"€35,900",KIA,Sportage,K3 SR,Medium Trim,2020,"46,000 km",Hybrid,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Grey,Ireland,1,190,Sep 2024,5/5,5 Year,0.4 kWh,,,
2788,Kia Sorento Platinum 4X2 5DR,"€30,950",KIA,Sorento,Platinum,Luxury Trim,2017,"121,380 km",Diesel,Manual,SUV,2.2 litre,200hp,8.7 sec,7,5,Black,Ireland,2,390,Dec 2022,5/5,Available,,,,
2789,Ford Focus 1.6 TDCI low mileage 90000km,"€5,000",Ford,Focus,Edge,Medium Trim,2011,"90,000 km",Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,4,Blue,Ireland,2,190,Sep 2022,---,,,,,
2790,Mercedes-Benz A-Class A180 CDI SE ECO 5DR,"€15,950",Mercedes-Benz,A-Class,STYLE,Base Trim,2015,"212,005 km",Diesel,Manual,Hatchback,1.5 litre,90hp,11.3 sec,5,5,Grey,Ireland,2,180,Sep 2023,5/5,12 Month,,,,
2791,Opel Insignia 1.6 Turbo D Grand Sport 12 Month Wa,"€13,950",Opel,Insignia,SC,Base Trim,2018,"217,261 km",Diesel,Manual,Hatchback,1.6 litre,110hp,11.6 sec,5,5,Black,Ireland,1,190,Jul 2024,5/5,12 Month,,,,
2792,Land Rover Range Rover Evoque 2.0 ED4 SE TEC 12 M,"€28,950",LAND ROVER,Range Rover Evoque,---,---,2018,"168,981 km",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Grey,UK,1,---,Aug 2024,---,12 Month,,,,
2793,BMW 1 Series 1.5 D SE New Wheels 12 Month Warrant,"€18,950",BMW,1-Series,---,---,2019,"210,824 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Black,UK,1,---,Aug 2024,---,12 Month,,,,
2794,BMW 5 Series 4DR Auto M Sport Professional..irish,"€19,950",BMW,5-Series,SE,Base Trim,2015,"196,339 km",Diesel,Automatic,Saloon,2.0 litre,184hp,7.9 sec,5,4,Black,Ireland,2,200,Feb 2024,5/5,12 Month,,,,
2795,Skoda Karoq 2.0 TDI SCR 4X4 Sportline Spec 12 Mon,"€25,950",Skoda,Karoq,Style,Luxury Trim,2018,"136,794 km",Diesel,Manual,Estate,2.0 litre,150hp,---,5,5,White,UK,1,---,Mar 2024,5/5,12 Month,,,,
2796,Mercedes-Benz E-Class 220 D SE 4DR Auto..12 Month,"€22,950",Mercedes-Benz,E-Class,AVANTGARDE,Medium Trim,2016,"188,003 km",Diesel,Automatic,Saloon,2.0 litre,194hp,7.3 sec,5,4,Silver,Ireland,2,190,Sep 2024,---,12 Month,,,,
2797,Volvo V60 2.0 D2 Business Edition Sportwagon 12 M,"€13,950",Volvo,V60,---,---,2017,"199,719 km",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Black,UK,1,---,Nov 2023,---,12 Month,,,,
2798,Opel Movano 3.5t Tipper,"€34,175",Opel,Movano,,,2022,0 km,Diesel,Manual,Van,2.2 litre,,,---,,,,,,,,,,,,
2799,Toyota Yaris / Vitz  1.3 Petrol   automatic,"€8,750",Toyota,Yaris,---,---,2013,"117,002 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,---,5,Blue,Ireland,1,---,Aug 2024,---,Available,,,,
2800,Mazda 6 2.2d Se-l Sat Nav 12 Month Warranty,"€13,950",Mazda,6,---,---,2017,"194,730 km",Diesel,Manual,Saloon,2.2 litre,---,---,---,4,Red,UK,1,---,Apr 2024,---,12 Month,,,,
2801,Volvo V60 2.0 D3 Sportwagon 12 Month Warranty,"€23,450",Volvo,V60,---,---,2019,"199,845 km",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Black,UK,1,---,---,---,12 Month,,,,
2802,Mitsubishi Outlander 2.4 4H Phev 12 Month Warranty,"€28,950",Mitsubishi,Outlander,---,---,2019,"148,059 km",Hybrid,Automatic,Estate,2.4 litre,---,---,---,5,White,UK,1,---,Apr 2023,---,12 Month,---,,,
2803,Nissan QASHQAI 1.5 XE 12 Month Warranty New Alloy,"€15,950",Nissan,Qashqai,XE,Base Trim,2018,"139,403 km",Diesel,Manual,MPV,1.5 litre,110hp,11.9 sec,5,4,Black,Ireland,1,180,May 2024,5/5,12 Month,,,,
2804,"Ford Focus, 2008","€3,495",Ford,Focus,,,2008,"197,000 km",Petrol,Manual,Hatchback,1.4 litre,,,5,5,Black,Ireland,4,385,Mar 2023,,,,,,
2805,Mercedes-Benz A-Class 1.5d SE Exec  90 Per Week 1,"€16,950",Mercedes-Benz,A-Class,URBAN,Medium Trim,2016,"154,497 km",Diesel,Manual,Hatchback,1.5 litre,109hp,11.3 sec,5,5,White,UK,1,---,Aug 2024,5/5,12 Month,,,,
2806,Peugeot 3008 Allure Bluehdi S/s..12 Month Warrant,"€22,450",Peugeot,3008,Allure,Medium Trim,2018,"175,418 km",Diesel,Manual,Hatchback,1.6 litre,120hp,11.2 sec,5,5,Black,Ireland,1,190,Mar 2024,5/5,12 Month,,,,
2807,Ford Kuga 2.0 Tdci Titanium New Model 12 Month Wa,"€17,950",Ford,Kuga,---,---,2017,"199,558 km",Diesel,Manual,MPV,2.0 litre,---,---,---,5,Black,UK,1,---,Sep 2024,---,12 Month,,,,
2808,"Ford Transit, 2017 LWB €14,950.00 + Vat","€14,950",Ford,Transit,,,2017,"119,401 mi",Diesel,Manual,Panel Van High Roof,2.0 litre,,,3,,,,,,,,,,,,
2809,Peugeot Partner 1.6 HDI 625 Professional 12 Month,"€7,950",Peugeot,Partner,,,2015,"193,121 km",Diesel,---,Van,1.6 litre,,,---,,,,,,,,,,,,
2810,Mercedes-Benz C-Class C200cdi AMG Auto Premium 12,"€19,950",Mercedes-Benz,C-Class,AMG,Sports Trim,2014,"212,433 km",Diesel,Automatic,Saloon,2.1 litre,170hp,7.4 sec,5,4,Black,Ireland,2,200,Jan 2023,5/5,12 Month,,,,
2811,Ford Mondeo 2.0 Tdci Zetec Edition,"€17,950",Ford,Mondeo,Zetec,Base Trim,2018,"189,902 km",Diesel,Manual,Hatchback,2.0 litre,150hp,9.3 sec,5,5,Grey,Ireland,2,200,Sep 2024,5/5,12 Month,,,,
2812,Ford Mondeo 2.0d Titanium X 12 Months Warranty,"€17,950",Ford,Mondeo,---,---,2018,"173,809 km",Diesel,Manual,Hatchback,2.0 litre,---,---,---,5,Black,UK,1,---,Oct 2024,---,12 Month,,,,
2813,Dacia Duster Alternative 1.5 DCI 110..NEW Nct  Fu,"€4,950",Dacia,Duster,ALTERNATIVE,Base Trim,2013,"299,007 km",Diesel,Manual,SUV,1.5 litre,107hp,11.8 sec,5,4,Black,Ireland,2,270,Feb 2024,---,3 Month,,,,
2814,Audi A4 2.0 TDI S Line S-auto 12 Month Warranty,"€20,950",Audi,A4,S Line,Sports Trim,2016,"167,371 km",Diesel,Automatic,Saloon,2.0 litre,150hp,8.5 sec,5,4,Grey,Ireland,3,190,Sep 2024,5/5,12 Month,,,,
2815,11 QASHQAI 5DR 1.5 DIESEL NEW NCT 06/23 LOW MILES!,"€5,750",Nissan,Qashqai,SV,Medium Trim,2011,"87,086 mi",Diesel,Manual,Hatchback,1.5 litre,106hp,12.2 sec,5,5,Blue,Ireland,3,280,Jun 2023,---,,,,,
2816,Dacia Sandero SCe 65 Essential  Service Plan Incl,"€18,303",Dacia,Sandero,Essential,Base Trim,2022,0 km,Petrol,Manual,Hatchback,1.0 litre,67hp,16.7 sec,5,4,White,Ireland,---,---,---,2/5,Available,,,,
2817,Volkswagen Tiguan 2.0 TDI 150HP Comfortline  TEC,"€32,950",Volkswagen,Tiguan,Comfortline,Medium Trim,2019,"83,214 km",Diesel,Manual,SUV,2.0 litre,150hp,9.3 sec,5,5,Black,Ireland,1,270,Jan 2023,---,Available,,,,
2818,Volkswagen Golf 2014,"€10,250",Volkswagen,Golf,Edition-R,Medium Trim,2014,"159,000 mi",Diesel,Unknown,Hatchback,2.0 litre,150hp,8.6 sec,5,5,Blue,Ireland,---,190,Dec 2022,5/5,,,,,
2819,Renault Master Lm35 Business,"€30,365",Renault,Master,,,2022,10 km,Diesel,Manual,Car Derived Van,2.3 litre,,,---,,,,,,,,,,,,
2820,Mitsubishi l200 crewcab..price drop!!!,"€3,300",Mitsubishi,L200,,,2006,---,Diesel,Manual,Crew Cab,2.5 litre,,,5,,,,,,,,,,,,
2821,"Opel Astra 2010,  Automatic, NCT 08/23","€5,800",Opel,Astra,,,2010,"240,000 km",Diesel,Automatic,Hatchback,2.0 litre,,,5,5,Black,Ireland,3,390,Aug 2023,,,,,,
2822,"Skoda Karoq, 2018 STYLE SPEC FULL PAN SUNROOF","€23,959",Skoda,Karoq,Style,Luxury Trim,2018,"110,000 km",Diesel,Manual,Estate/Jeep,1.6 litre,115hp,10.7 sec,5,4,White,Ireland,---,200,Jun 2024,5/5,3 Month,,,,
2823,Mercedes’ e class two door,"€15,000",Mercedes-Benz,E-Class,Sport,Sports Trim,2013,"120,000 km",Diesel,Automatic,Coupe,2.1 litre,170hp,7.2 sec,4,2,Red,Ireland,2,280,Oct 2022,---,,,,,
2824,Skoda Kodiaq Sportline 2.0tdi 150BHP Auto 7 Seats,"€46,000",Skoda,Kodiaq,SportLine,Sports Trim,2019,"50,000 mi",Diesel,Automatic,MPV,2.0 litre,150hp,10.2 sec,7,4,White,Ireland,---,280,Aug 2023,5/5,Available,,,,
2825,Ford Kuga Phev Vignale 2.5 Auto Available to buy,"€53,146",Ford,Kuga,---,---,2022,0 km,Hybrid,Automatic,SUV,2.5 litre,---,---,---,5,Agate Black,Other,---,---,---,---,Available,---,,,
2826,Toyota Landcruiser *LOW KMS*,No Price,Toyota,Landcruiser,,,2007,"230,000 km",Diesel,Manual,SUV,3.0 litre,,,2,,,,,,,,,,,,
2827,Kia Soul,"€6,700",KIA,Soul,TX,Base Trim,2011,"103,400 mi",Diesel,Automatic,Hatchback,1.6 litre,128hp,11.5 sec,5,5,Green,Ireland,1,390,Aug 2023,5/5,,,,,
2828,3 TON MINI DIGGER + DRIVER FOR HIRE,€123,DOOSAN,,,,,,,,,,,,,,,,,,,,,,,Excavators,
2829,Honda Vezel Vezel 1.5 Daa-ru3 5 DR Auto,"€22,995",Honda,VEZEL,---,---,2017,"49,651 km",Hybrid,Automatic,MPV,1.5 litre,---,---,---,---,Silver,Ireland,1,---,---,---,Available,---,,,
2830,2020 Audi A5 S-line 40 TFSI  Black Edition,"€44,990",Audi,A5,S Line,Sports Trim,2020,"18,393 mi",Petrol,Manual,Hatchback,2.0 litre,190hp,7.5 sec,5,5,Blue,Ireland,---,280,Feb 2024,5/5,Available,,,,
2831,2018 Audi A6 SE ultra 190 BHP,"€27,950",Audi,A6,---,---,2018,"121,000 mi",Diesel,Automatic,Saloon,2.0 litre,---,---,5,4,Black,Northern Ireland,---,---,---,---,,,,,
2832,Audi A1 1.0tfsi 95 S-tronic SE,"€14,995",Audi,A1,---,Base Trim,2013,"83,702 km",Petrol,Automatic,Hatchback,1.0 litre,122hp,9.0 sec,5,5,White,Ireland,1,200,---,5/5,Available,,,,
2833,VW golf 1.6 TDI Automatic,"€10,500",Volkswagen,Golf,HIGHLINE,Luxury Trim,2012,"206,800 km",Diesel,Automatic,Estate,1.6 litre,105hp,11.2 sec,5,4,Blue,Ireland,3,270,May 2023,---,,,,,
2834,"Ford Focus, 2008 Manual Diesel   New NCT","€2,750",Ford,Focus,,,2008,"135,600 mi",Diesel,Manual,Hatchback,1.6 litre,,,5,5,Blue,Ireland,3,200,Nov 2023,,3 Month,,,,
2835,Renault Master 2015,"€10,500",Renault,Master,,,2015,"176,000 mi",Diesel,---,Van,2.3 litre,,,3,,,,,,,,,,,,
2836,"Audi A3,2012 S-Line Sportback 2.0 TDI A 170 PS","€10,450",Audi,A3,SPORT,Sports Trim,2012,"112,400 mi",Diesel,Automatic,Hatchback,2.0 litre,170hp,7.7 sec,5,5,Red,Ireland,1,270,Jul 2023,---,3 Month,,,,
2837,Volkswagen Jetta 2015 GT TDi 2.0,"£7,450",Volkswagen,Jetta,---,---,2015,"105,000 mi",Diesel,Automatic,Saloon,2.0 litre,---,---,5,4,Black,United Kingdom,2,---,---,---,,,,,
2838,BMW 5 Series 520D M Sport Auto,"€25,995",BMW,5-Series,M SPORT,Sports Trim,2016,"139,800 km",Diesel,Automatic,Saloon,2.0 litre,190hp,7.7 sec,5,4,Grey,Ireland,1,200,Aug 2022,---,Available,,,,
2839,Skoda Kodiaq Style 2.0 TDI 150HP  automatic,"€35,950",Skoda,Kodiaq,Style,Medium Trim,2018,"54,000 mi",Diesel,Automatic,MPV,2.0 litre,150hp,10.2 sec,5,4,Beige,Ireland,---,280,Mar 2022,5/5,Available,,,,
2840,Audi A4 ( new RRP  56278  Save  4378 VS New Rrp ),"€51,900",Audi,A4,S Line,Sports Trim,2022,200 km,Diesel,Automatic,Saloon,2.0 litre,136hp,9.5 sec,5,4,Blue,Ireland,1,190,Jul 2024,---,3 Year,,,,
2841,Bentayga W12 LOW KM 333 ROAD TAX,"€169,950",Bentley,Bentayga,---,---,2016,"24,000 km",Petrol,Automatic,SUV,6.0 litre,---,---,5,5,Grey,Ireland,2,333,---,---,,,,,
2842,Q3 S LINE HIGH SPEC NEW NCT,"€18,950",Audi,Q3,---,---,2014,"102,000 mi",Diesel,---,SUV,2.0 litre,---,---,5,5,Grey,Ireland,---,280,Mar 2024,---,3 Month,,,,
2843,Car,"€5,750",Toyota,Corolla,Terra,Base Trim,2012,"232,810 km",Diesel,Manual,Saloon,1.4 litre,90hp,11.9 sec,5,4,Silver,Ireland,2,270,Oct 2023,---,,,,,
2844,Audi A5 40 TDI 190HP S-tronic S Line,"€42,500",Audi,A5,S Line,Sports Trim,2019,"53,000 km",Diesel,Automatic,Hatchback,2.0 litre,190hp,7.9 sec,5,4,Black,Ireland,2,200,Feb 2023,5/5,12 Month,,,,
2845,Skoda Octavia Finance From  68 PER Week - 3 Month,"€17,999",Skoda,Octavia,---,---,2018,"129,000 mi",Diesel,Manual,Estate,1.6 litre,---,---,---,5,Silver,UK,1,---,Oct 2024,---,Available,,,,
2846,Ford Transit pick up,No Price,Ford,Transit,,,2011,---,Diesel,---,Drop-Side Lorry,2.4 litre,,,3,,,,,,,,,,,,
2847,Toyota hilux mk5,"€3,250",Toyota,Hilux,,,2004,"300,000 km",Diesel,Manual,Double Cab Pickup,2.5 litre,,,5,,,,,,,,,,,,
2848,Skoda Octavia 1.6TDI Ambition / FINANCE AVAILABLE,"€16,950",Skoda,Octavia,Ambition,Medium Trim,2019,"158,000 km",Diesel,Manual,Saloon,1.6 litre,115hp,10.1 sec,5,4,Grey,Ireland,1,190,Jan 2023,5/5,Available,,,,
2849,Electric Forklift,"€4,500",Other,,,,,,,,,,,,,,,,,,,,,,,Forklifts,
2850,A6 S LINE 40 TDI 204BHP ULTRA LOW KM,"€44,950",Audi,A6,S Line,Sports Trim,2019,"27,500 km",Diesel,Automatic,Saloon,2.0 litre,204hp,8.1 sec,5,4,Grey,Ireland,---,200,Jan 2023,5/5,3 Month,,,,
2851,211 SKODA KODIAQ 2.0 150BHP  STYLE * 7 SEATER *,No Price,Skoda,Kodiaq,Style,Luxury Trim,2021,"37,210 mi",Diesel,Automatic,SUV,2.0 litre,150hp,9.8 sec,7,5,Black,Ireland,---,270,Jan 2025,5/5,,,,,
2852,BMW 4-Series 2015,€0,BMW,4-Series,M Sport,Sports Trim,2015,"48,500 mi",Diesel,Manual,Coupe,2.0 litre,184hp,7.5 sec,4,2,Blue,Ireland,---,---,Sep 2024,---,,,,,
2853,CUPRA 290BHP 3 DOOR NEW NCT,"€24,950",SEAT,Leon,CUPRA,Sports Trim,2016,"92,000 mi",Petrol,Manual,Hatchback,2.0 litre,280hp,4.7 sec,5,3,Grey,Ireland,---,280,Apr 2023,---,3 Month,,,,
2854,Jeep Patriot 2008,"€3,750",Jeep,Patriot,,,2008,---,Diesel,Manual,SUV,2.0 litre,,,2,5,Silver,Ireland,6,---,---,,,,,,
2855,WILDTRACK 3.2 AUTO NO VAT,"€39,950",Ford,Ranger,---,---,2018,"74,000 mi",Diesel,Automatic,Pick Up,3.2 litre,---,---,5,---,Silver,Ireland,1,333,May 2023,---,3 Month,,,,
2856,F-PACE R SPORT 190BHP AUTO ALL WHEEL DRIVE,"€37,950",Jaguar,F-Pace,R-Sport,Sports Trim,2017,"88,500 km",Diesel,Automatic,SUV,2.0 litre,180hp,8.7 sec,5,5,Grey,Ireland,1,280,Jan 2023,---,3 Month,,,,
2857,Hyundai ix20 Deluxe 5DR Auto,"€20,950",Hyundai,ix20,Deluxe,Base Trim,2019,"65,001 km",Petrol,Automatic,MPV,1.6 litre,125hp,10.8 sec,5,5,Grey,Ireland,1,570,Mar 2023,5/5,,,,,
2858,Opel Movano Fridge Van - Frozen Spec With Stand By,€43,Opel,Movano,,,2022,---,Diesel,Manual,Refrigerated Body,2.2 litre,,,---,,,,,,,,,,,,
2859,EXPORTING OLD HITACHI DIGGERS 0873916043,€1,HITACHI,,,,,,,,,,,,,,,,,,,,,,,Excavators,
2860,CREW CAB HIGH SPEC,"€52,950",LAND ROVER,Defender,---,Base Trim,2013,"113,000 mi",Diesel,Manual,SUV,2.2 litre,122hp,---,5,4,Green,Ireland,1,---,---,---,3 Month,,,,
2861,Volkswagen Tiguan LL 2.0 TDI Manual 6speed FWD 11,"€17,950",Volkswagen,Tiguan,Sport & Style,Medium Trim,2015,"125,529 km",Diesel,Manual,SUV,2.0 litre,110hp,11.9 sec,5,5,White,Ireland,2,270,Jan 2024,---,Available,,,,
2862,Saab 900 restorations and repairs,€65,SAAB,900 Turbo,,,1987,"100,000 mi",Petrol,Manual,Saloon,2.0 litre,,,,,,,,,,,,,,,
2863,BMW I8 HIGH SPEC 360BHP HYBRID,"€63,950",BMW,i8,---,Base Trim,2015,"92,000 km",Petrol Plug-in Hybrid,Automatic,Coupe,1.5 litre,362hp,4.4 sec,4,2,Grey,Ireland,1,170,Jul 2023,---,3 Month,7.1 kWh,,,---
2864,Panamera ST 2.9V6 446BHP,"€95,950",Porsche,Panamera,---,---,2019,"98,000 km",Petrol Plug-in Hybrid,Automatic,Estate,3.0 litre,---,---,5,5,Black,Ireland,---,170,Jun 2023,---,3 Month,---,,,---
2865,Mercedes benz E-Class Avantgarde,"€15,300",Mercedes-Benz,E-Class,Avantgarde,Sports Trim,2013,"171,640 km",Diesel,Automatic,Saloon,2.1 litre,136hp,9.5 sec,5,4,White,Ireland,3,270,May 2023,---,,,,,
2866,I20 1.2 PETROL HUGE SPEC LOW KM,"€11,950",Hyundai,i20,Deluxe,Medium Trim,2015,"81,000 km",Petrol,Manual,Hatchback,1.2 litre,84hp,13.1 sec,5,5,Silver,Ireland,1,200,Oct 2023,4/5,3 Month,,,,
2867,SEAT Tarraco 2.0tdi 150Bhp DSG 150Bhp,"€52,250",SEAT,TARRACO,---,---,2022,10 km,Diesel,Automatic,SUV,2.0 litre,---,---,---,---,Black,Other,---,---,---,---,Available,,,,
2868,2013 Ford Focus 1.6 Titanium,"€7,200",Ford,Focus,TITANIUM,Luxury Trim,2013,"190,000 mi",Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,5,White,Ireland,4,190,Jul 2023,5/5,,,,,
2869,Skoda Rapid 2015,"€11,000",Skoda,Rapid,Ambition,Base Trim,2015,"103,000 km",Petrol,Manual,Saloon,1.2 litre,86hp,11.7 sec,5,4,Red,Ireland,1,200,Jul 2023,---,,,,,
2870,Toyota Avensis 2013,"€9,000",Toyota,Avensis,Luna,Medium Trim,2013,"117,000 km",Diesel,Manual,Saloon,2.0 litre,124hp,9.7 sec,5,4,Black,Ireland,2,200,Sep 2023,5/5,,,,,
2871,Honda Shuttle Shuttle Daa-gp7 5 DR Auto,"€14,995",Honda,Shuttle,---,---,2017,"111,667 km",Hybrid,Automatic,MPV,1.5 litre,---,---,---,---,White,Ireland,1,---,---,---,Available,---,,,
2872,"FORD TRANSIT 2013 ""NEW DOE""","€5,950",Ford,Transit,,,2013,"173,597 mi",Diesel,---,Van,2.2 litre,,,---,,,,,,,,,,,,
2873,"Nissan Juke, 2018 TOP SPEC PREMIUM","€15,950",Nissan,Juke,SV Premium,Medium Trim,2018,"110,000 km",Petrol,Manual,SUV,1.2 litre,116hp,10.8 sec,5,4,White,Ireland,1,270,Feb 2024,5/5,3 Month,,,,
2874,Bandit 1200 mk1,"€2,850",Suzuki,Bandit,,,1998,"33,000 mi",,,,"1,157 cc",,,,,,,,,,,,,,,
2875,Toyota Camry Camry Hybrid SOL,"€33,950",Toyota,Camry,Sol,Medium Trim,2019,"89,445 km",Hybrid,Automatic,Saloon,2.5 litre,218hp,8.3 sec,5,4,Black,Ireland,2,180,Apr 2023,---,Available,---,,,
2876,2013 Mazda 6 2.2 Diesel Manual NCT 03/24,"€7,995",Mazda,6,SPORT,Sports Trim,2013,"108,000 mi",Diesel,Manual,Estate,2.2 litre,150hp,9.2 sec,5,5,Silver,Ireland,1,270,Mar 2024,5/5,3 Month,,,,
2877,2.5 TDI MANAUL- LOW MILEAGE 92K MILES-NCT MAY 2023,"€8,990",Volvo,90 Series,,,2010,"92,000 mi",Diesel,Manual,Estate,2.4 litre,,,7,5,Grey,Ireland,1,750,May 2023,,,,,,
2878,Ford Focus Trend 1.0l Ecoboost 125PS,"€29,975",Ford,Focus,Trend,Base Trim,2022,12 km,Petrol,Manual,Hatchback,1.0 litre,125hp,10.2 sec,5,4,Black,Ireland,1,---,---,---,Available,,,,
2879,Skoda Kodiaq 2.0 TDI 150HP DSG Style 7 Seat,No Price,Skoda,Kodiaq,Style,Luxury Trim,2020,---,Diesel,Automatic,SUV,2.0 litre,150hp,10.2 sec,7,4,Black,Ireland,1,280,Jan 2024,5/5,12 Month,,,,
2880,Mercedes-Benz E250CDi Sport Coupe,"€11,495",Mercedes-Benz,E-Class,Sport,Sports Trim,2012,"244,500 km",Diesel,Automatic,Coupe,2.1 litre,---,7.2 sec,4,2,Silver,Ireland,1,280,Feb 2023,---,,,,,
2881,BMW X5 45e M-sport 5 Seater N1 Commercial 87 950,"€87,950",BMW,X5,xLine,Base Trim,2022,200 km,Hybrid,Automatic,SUV,3.0 litre,394hp,5.6 sec,5,4,Black,Ireland,---,---,Sep 2026,---,,24 kWh,,,
2882,Ford Fiesta Fiesta Style Style 1.25i 82,"€8,650",Ford,Fiesta,---,---,2013,"89,000 mi",Petrol,Manual,Hatchback,1.2 litre,---,---,---,3,Red,UK,3,200,Oct 2024,---,Available,,,,
2883,Dacia Sandero Stepway Alternative TCe  21850 Kms,"€15,495",Dacia,Sandero Stepway,STEPWAY ALTERNATIVE,Base Trim,2019,"21,850 km",Petrol,Manual,Hatchback,0.9 litre,90hp,11.1 sec,5,5,Black,Ireland,1,270,Oct 2023,4/5,Available,,,,
2884,2017 Honda Africa Twin CRF1000L,"€12,650",Honda,AFRICA TWIN,,,2017,"36,000 km",,,,"1,000 cc",,,,,,,,,,,,,,,
2885,172 Renault Kangoo,"€8,000",Renault,Kangoo,,,2017,"223,252 km",Diesel,Manual,MPV,1.5 litre,,,2,,,,,,,,,,,,
2886,Mitsubishi Mirage 1.0l Hatchback Petrol Automatic,"€7,900",Mitsubishi,Mirage,---,---,2012,"45,884 km",Petrol,Automatic,Hatchback,1.0 litre,---,---,---,5,Green,Ireland,1,---,---,---,Available,,,,
2887,Audi Q5 Q5 2.0tdi 163BHP Quattro SE Automatic,"€47,995",Audi,Q5,SE,Base Trim,2019,"29,895 km",Diesel,Automatic,Estate,2.0 litre,163hp,8.9 sec,5,4,Blue,Ireland,1,---,Mar 2023,5/5,12 Month,,,,
2888,"Nissan Cube, 2013","€7,995",Nissan,Cube,---,---,2013,"113,000 km",Petrol,Automatic,MPV,1.5 litre,---,---,5,---,Silver,Ireland,1,200,Oct 2023,---,3 Month,,,,
2889,Ballymitty Landscaping Digger Hire Stone/Topsoil,€60,---,,,,,,,,,,,,,,,,,,,,,,,Excavators,
2890,SEAT Leon 1.4 FR Petrol,"€15,500",SEAT,Leon,FR,Sports Trim,2015,"151,278 km",Petrol,Manual,Hatchback,1.4 litre,125hp,9.1 sec,5,5,Black,Ireland,2,180,Sep 2024,---,3 Month,,,,
2891,2021 BMW 5 -Series 530d xDrive M Sport G30 LCI,"€64,990",BMW,5-Series,---,---,2021,"40,867 mi",Diesel,Automatic,Saloon,3.0 litre,---,---,5,4,Blue,Ireland,---,---,---,---,Available,,,,
2892,Volkswagen Passat 2.0 TDI SE Bluemotion 150PS 4DR,"€15,949",Volkswagen,Passat,Alltrack,Medium Trim,2016,"164,701 km",Diesel,Manual,Saloon,2.0 litre,150hp,9.2 sec,5,4,Grey,Ireland,1,200,Jun 2024,---,2 Year,,,,
2893,"Audi A7 2012 3,0 TDI QUATTRO 204 BHP S -LINE","€18,000",Audi,A7,---,Base Trim,2012,"278,000 km",Diesel,Automatic,Hatchback,3.0 litre,204hp,7.9 sec,5,5,White,Ireland,2,390,Jun 2023,---,,,,,
2894,2015 OPEL MOKKA * 1.6 D * FULL SERVICE HISTORY *,"€9,900",Opel,Mokka,---,---,2015,"128,479 mi",Diesel,Manual,Hatchback,1.6 litre,---,---,5,5,Silver,Ireland,1,190,Nov 2022,---,3 Month,,,,
2895,2014 BMW 518D * NEW NCT * 1 YEAR WARRANTY,"€14,500",BMW,5-Series,SE,Base Trim,2014,"122,330 mi",Diesel,Manual,Saloon,2.0 litre,143hp,9.7 sec,5,4,Grey,Ireland,1,200,Feb 2024,5/5,3 Month,,,,
2896,2012 AUDI A4 * AUTOMATIC * LOW MILES *,"€12,500",Audi,A4,SE,Sports Trim,2012,"109,935 mi",Diesel,Automatic,Saloon,2.0 litre,177hp,7.9 sec,5,4,Silver,Ireland,4,270,Dec 2022,---,3 Month,,,,
2897,Citroen C4 Grand Picasso 7 Seat NCT 06/23,"€6,395",Citroen,C4 Picasso,PLATINUM,Luxury Trim,2013,"193,200 km",Diesel,Manual,MPV,1.6 litre,110hp,12.8 sec,7,4,Brown,Ireland,2,280,Jun 2023,---,,,,,
2898,Audi A4 142 2.0 TDI TECHNIK,"€14,000",Audi,A4,---,Base Trim,2014,"100,662 mi",Diesel,Manual,Saloon,2.0 litre,136hp,9.3 sec,5,4,Blue,Ireland,1,200,Mar 2023,---,,,,,
2899,Volkswagen Golf 1.5 TSI 130HP Style (prereg),"€35,950",Volkswagen,Golf,Style,Luxury Trim,2022,1 km,Petrol,Manual,Hatchback,1.5 litre,130hp,9.2 sec,5,5,Blue,Ireland,1,200,Aug 2026,---,3 Year,,,,
